PG.Genes,Log2FC,Raw_P_Value,FDR_Adjusted_P,Significance_Tier,QC_Omar_DIA_20260211_Pool_01_R01_S1-B10_1_9120.PG.Quantity,QC_Omar_DIA_20260211_Pool_02_R10_S1-B11_1_9129.PG.Quantity,QC_Omar_DIA_20260211_Pool_03_R19_S1-B12_1_9138.PG.Quantity,alpha_Omar_DIA_20260211_A01_R16_S1-B2_1_9135.PG.Quantity,alpha_Omar_DIA_20260211_A02_R03_S1-A2_1_9122.PG.Quantity,alpha_Omar_DIA_20260211_A03_R06_S1-A5_1_9125.PG.Quantity,alpha_Omar_DIA_20260211_A04_R18_S1-B4_1_9137.PG.Quantity,alpha_Omar_DIA_20260211_A05_R17_S1-B3_1_9136.PG.Quantity,alpha_Omar_DIA_20260211_A06_R05_S1-A4_1_9124.PG.Quantity,alpha_Omar_DIA_20260211_A07_R13_S1-A11_1_9132.PG.Quantity,alpha_Omar_DIA_20260211_A08_R12_S1-A10_1_9131.PG.Quantity,beta_Omar_DIA_20260211_B01_R14_S1-A12_1_9133.PG.Quantity,beta_Omar_DIA_20260211_B02_R08_S1-A7_1_9127.PG.Quantity,beta_Omar_DIA_20260211_B03_R04_S1-A3_1_9123.PG.Quantity,beta_Omar_DIA_20260211_B05_R09_S1-A8_1_9128.PG.Quantity,beta_Omar_DIA_20260211_B06_R15_S1-B1_1_9134.PG.Quantity,beta_Omar_DIA_20260211_B07_R11_S1-A9_1_9130.PG.Quantity,beta_Omar_DIA_20260211_B08_R07_S1-A6_1_9126.PG.Quantity,beta_Omar_DIA_20260211_B09_R02_S1-A1_1_9121.PG.Quantity
PDIP3_HUMAN,0.17142113346086418,0.2539298751339077,0.798164259448954,Not Significant,2.3336800997571623,3.7497089912507717,3.712321800869664,3.903841641083726,3.4601929979047608,3.510555241376149,3.014011985739631,3.1520447152673525,3.048206391178435,3.616627310721265,3.0474360360487323,3.4235096353093826,3.108127321280852,3.2953617098745878,3.1889903103440242,2.9768902403815063,3.103878073509603,3.513927656842976,2.7708623040902056
PEBP1_HUMAN,0.23740875433626618,0.6681834641580185,0.9670583591688167,Not Significant,0.13750352374993502,2.499391576284839,1.709176936234175,3.5320918887254567,2.8032093271858107,0.13750352374993502,2.704759473313442,0.13750352374993502,2.3627518055004857,2.121655482479125,2.774973384006,1.9076307107866604,1.4376427841343593,3.0099780324232452,0.13750352374993502,2.1173428616232157,2.3772790455227004,1.3735946269754051,2.3142067888045394
PELP1_HUMAN,0.1420349389356212,0.7147857728107849,0.977007225795428,Not Significant,0.13750352374993502,0.13750352374993502,0.13750352374993502,1.5068128113168546,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,2.431685430769464,0.13750352374993502,0.13750352374993502,1.0643937760432471,0.13750352374993502,1.7378249545581033,0.13750352374993502,0.13750352374993502,0.13750352374993502
PESC_HUMAN,0.2977397807269826,0.2474219512601435,0.7934566023170119,Not Significant,3.333928452485908,0.13750352374993502,2.958235108694368,3.7331896482050513,4.302555511002673,3.219424615498125,3.960919084221599,3.5207890987382773,3.24524855345681,3.6810792267128956,2.4994757256090954,3.4079103327026443,2.343728241294148,3.5219981887295986,2.840600739615608,3.3659926278121124,3.6146251591612573,3.517281148658239,3.1686267796550607
PFKAL_HUMAN,-0.09384614919870549,0.5777602573916626,0.9476823449905776,Not Significant,1.9514222771438812,3.3109258175622793,2.589946376451938,2.450096484970277,3.0192223587733,3.2547439425825058,2.7980414806139,3.5418543790387123,3.241417732291283,3.2792818514396402,3.4639779502184167,2.910348848033638,2.853664589241799,3.1199449653364195,3.04214388336492,3.3637289441964855,3.2944860786866217,3.5854849283852146,3.629603136272581
PFKAM_HUMAN,-0.09771176401549919,0.6348229589090618,0.9670583591688167,Not Significant,1.9073177274105184,2.675046304134552,2.4505006788540675,2.9854685868055837,2.7051197678775614,2.739523579942964,2.67712771929454,3.32092453897182,2.0034686716452152,2.89075982042553,2.595702989850793,2.8208375695369488,2.858817258274174,2.9522778020716207,2.8415676652316875,2.0563345670687694,3.4886435577447994,3.1794006906843024,2.5019106763256937
PFKAP_HUMAN,-0.245970797789556,0.11137900985335158,0.6250666846080335,Not Significant,2.9015156654744843,2.9107850674457523,2.8696113630596263,3.1310186639680877,2.4948217748743793,2.997731504730128,2.46484976446062,2.9755407768890856,2.883486246656314,2.8389193249786504,3.5579926967098836,2.9822705062593706,2.815666233974411,3.260921976725819,3.2158193725109494,3.474003432010999,3.1008536636113098,3.2202787308845116,3.2423132196062228
PGAM2_HUMAN;PGAM1_HUMAN;PGAM4_HUMAN,0.7253900157002233,0.22910878980858074,0.7788502462944442,Not Significant,2.0620254547653487,2.9808126292286548,3.038160933229759,4.658236303732579,3.068410905329191,2.749748348050882,2.439279728795441,2.9632949701739024,3.080113529675228,1.6353988845448124,1.799578219890955,2.3667680244520173,0.13750352374993502,3.767381346350272,0.13750352374993502,2.9659325199217097,2.918246365583543,2.5651936393844896,1.732411821399303
PGAM5_HUMAN,0.4160698561836731,0.06398445411155529,0.5428390031350318,Not Significant,4.221442234306532,4.438363278780773,4.290289301808001,4.899266817871224,4.605708423300371,4.149609186390855,3.7971301548996954,3.8402038194106036,4.787314979506121,4.422829807675319,4.395636242598324,3.760105003923915,3.336634846633851,4.508195022643595,4.3635381399325555,4.305840409635023,3.686746030759757,3.5880736564804607,4.020007472173967
PGK1_HUMAN,0.2812915365533182,0.18719645013864067,0.7297298744925453,Not Significant,3.280607744718333,3.4966368232723,3.503448256609524,4.284988847673413,3.808125674512665,3.251281064437718,4.139664265696319,3.611057894508216,3.354934000339824,3.232854772334261,3.5650346743544525,3.565640654272472,3.0309469121243477,3.7647873057157977,2.680744419031073,3.424356230794801,3.7870367155106015,3.0212343344248405,3.7228623295563894
PGRC1_HUMAN,0.3910326920649134,0.4490577719248666,0.8939493210530289,Not Significant,4.207928103164621,3.729802859809424,4.006570275351438,3.6528816636434773,3.455507245023261,3.5010447416390784,4.354115381649541,4.266077661889049,3.043893332683428,3.4299078834684504,3.985131382857055,4.110332441329159,0.13750352374993502,3.961540214571741,3.8941889777188368,3.7678604865454672,3.123804490093454,3.675637620080622,3.8894300022448194
PHB1_HUMAN,0.13030123910112756,0.3107785721479891,0.8221583135427932,Not Significant,4.191602113168442,4.386678756774134,4.432268348453939,4.635029659056072,4.354387493354321,4.162119122054451,4.730302026978597,4.61553047910207,4.457640706581374,4.3598935597190875,4.610163542601251,3.9457961924253877,4.442269447583081,4.5759769416036375,3.992008690117686,4.402042076348237,4.260058587762984,4.437374371804414,4.827130368992782
PHB2_HUMAN,0.03449357434313516,0.828346279527788,0.9890381512365587,Not Significant,3.659557368618011,4.311658647213878,3.9826854359391075,4.050705582883964,4.526656549337154,3.8251432814854294,4.215227858504319,4.502024744642702,3.7403012797043163,4.63818745656826,4.589937394211335,4.143446743073507,4.014024214181939,4.426810137692109,4.193241244418972,4.076978703622098,3.8505748163412776,4.514375763791185,4.592783929471313
PHF6_HUMAN,0.06345170557897628,0.6650089835766455,0.9670583591688167,Not Significant,3.512141067371354,3.8195566800185174,3.5817167161609538,3.7354353630309327,3.6450217862698038,4.135003601734829,3.6961587280697046,3.834213396901816,3.5276143774292925,3.691140244680496,3.8228734841684693,3.573342313550881,3.237166911672164,3.9828737898292004,3.809999905406997,4.100665227272695,3.132583507448239,3.722809514958665,4.0204061675146905
PICAL_HUMAN,-0.11396084247414251,0.7274229765408594,0.977007225795428,Not Significant,1.8117118853621654,2.250074776269075,1.9805638077350927,2.120532519637442,2.5958094807612526,0.13750352374993502,2.0768250313140273,1.9034029225157174,2.876060130929628,1.5375576166145877,2.0738492352393005,1.841113972687554,1.2805420368529878,2.166382434338313,2.110893589782897,2.159440523282035,1.9717785024093748,2.29142121298719,2.4116549282146793
PIGR_HUMAN,0.9369155292225049,0.027736061289327985,0.38417395530537274,Tier 3: Statistical Trend (Raw P),2.6815561856714574,3.2912528846430806,2.3769664103276837,2.7277308663807878,3.538641047847865,2.2991703201045746,3.0197173072116015,2.286234136194943,3.044655715951261,2.68995432212382,3.9846351795465873,2.383112039807677,2.9580307014440455,2.672188016946895,0.13750352374993502,2.541128078449863,1.6188606335507623,1.8024785377021706,1.982113129930052
PIMT_HUMAN,0.09336628533418345,0.3236368282739189,0.8221583135427932,Not Significant,6.912006697617463,7.569515437726542,7.553555278296606,7.673108143068132,7.682344582584479,7.651041077250693,7.659340767251037,7.9440915367433,7.452028226894467,7.513094140770824,7.929610403722429,7.659893683920689,7.4061826341719845,7.936109760704167,7.572851757048939,7.665505091960587,7.344812030114847,7.465665074701085,7.706708562989595
PIN1_HUMAN,-0.6016794258380402,0.6903248432585015,0.9748576264478611,Not Significant,3.831035607538183,6.647972369260732,6.427179351020315,6.584781770099164,0.13750352374993502,6.293007191881036,5.260325649975547,5.148817262672979,0.13750352374993502,6.34558523395431,5.944802784708318,8.232013019878728,6.172409024320165,0.13750352374993502,7.247967002135947,6.5562784527343005,6.923617834184938,0.13750352374993502,5.258469966741596
PININ_HUMAN,-0.8266210339067268,0.13464049025014804,0.6575585408158352,Not Significant,2.719146377140055,1.58841102179861,2.266723607733412,0.13750352374993502,0.13750352374993502,1.9368326408887497,0.13750352374993502,2.176704915579437,0.13750352374993502,1.4681213427801005,3.585346884942267,1.4823341288567216,3.3141317623995126,1.5859581414229342,1.9972638411755366,1.7918739721039443,1.5551977034951294,2.5259599207682326,2.077268680222094
PIP_HUMAN,0.1405097764278782,0.6000095752364449,0.9600239911947442,Not Significant,2.9240216848284355,4.400568754947915,4.4307809240123985,3.7338306981709697,4.094893342382401,3.894751234560751,4.9952809211522045,3.659945839138114,3.9734104560604284,4.4946135475606495,4.526787560278662,4.471887771227236,3.6177334920195015,5.254470375414812,3.946993569142968,3.4497117007339617,3.840755796084994,3.9492455038594856,3.718637179398198
PK1IP_HUMAN,-0.540847265710666,0.22175599947435604,0.7763233715523903,Not Significant,0.13750352374993502,1.0116177697180668,2.9372867043757096,2.603820833728105,2.068765924421318,0.13750352374993502,0.13750352374993502,2.716152319604503,2.5536671433022144,2.1281106610587788,2.5859514057395967,2.348942333755195,2.982524140261374,2.4447797070149133,2.5723927537752154,1.9467917328172317,2.4934759833188775,2.7353994503405676,1.733947359756339
PKP1_HUMAN,0.1885139288054547,0.6501830004708202,0.9670583591688167,Not Significant,3.1086276518473337,3.442792132798686,3.6191162018933736,3.0604253883854877,3.483856790483689,2.907854901844321,4.912377458465801,2.2285626523442885,5.079739585005881,3.7956771815175854,2.798700537640711,3.2618234838872424,3.654269322385177,3.351998549367921,3.2462820735367224,2.656841665331973,3.7894946686018716,4.147678374210631,2.6506949279225833
PKP3_HUMAN,0.3566701246920821,0.3506166628202075,0.8221583135427932,Not Significant,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,2.990864521286592,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502
PLAK2_HUMAN,2.492669130814131,0.00038321191921607836,0.04094306696825388,Tier 1: High Confidence (FDR),2.5226527747354486,3.2050454747301225,2.4523524880896397,3.6238027737489373,3.053761935198139,2.9226645506460103,2.6257975645599556,3.633800375251075,2.927127387525063,3.6633959687790583,3.5398050711960827,2.017252234752536,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,3.2065292031391284,0.13750352374993502
PLAK_HUMAN,-0.1971791816231807,0.6833166347410581,0.9736442843858869,Not Significant,4.525744164089574,5.102859053135305,5.4872527571919,3.1745899952563623,4.867010323872126,5.3871582935193425,6.570387774438144,3.8735483189510074,6.648016749512107,5.583948277709752,4.48965104457917,5.645220068997483,5.361340877405724,4.8869366951383455,4.920343413502665,4.8353661287443535,5.852244588664776,5.976097237855505,4.694195220514604
PLD3_HUMAN,-0.0952243851148653,0.8679191414051082,0.9890381512365587,Not Significant,0.13750352374993502,1.3401982747320769,3.2028694501945836,1.4380226524985908,2.5865371586591346,0.13750352374993502,2.8868083972732173,2.831079919958667,3.7213534489927644,0.13750352374993502,1.5932371045443197,1.8368235684766945,1.8854179541842253,2.8155914654798226,0.13750352374993502,2.4924706469870683,2.22428125769069,2.9617333476272005,1.74001904614985
PLRG1_HUMAN,0.8705200394777897,0.19148082412352985,0.7328574256550094,Not Significant,0.13750352374993502,2.576524902438483,2.180948660904158,3.4640881843475486,0.13750352374993502,0.13750352374993502,3.150232937954309,2.5957642783352237,2.5142462257637046,2.841450251479861,2.3802829212110677,2.021242470120147,0.13750352374993502,2.811434402379221,0.13750352374993502,2.2972712281593237,0.13750352374993502,2.5769493351108355,0.13750352374993502
PNPH_HUMAN,0.9489690787099683,0.02736946650454861,0.38317253106368054,Tier 3: Statistical Trend (Raw P),0.13750352374993502,1.877546358610637,3.126093170622949,2.4624255281911855,2.48696256127058,3.040080301801063,3.928301896615421,2.2027350860340156,3.2029597450872322,3.022976094299729,1.9887224797317462,0.13750352374993502,2.6389931406631493,2.2811615971634827,1.5639282055543353,2.057265438815936,1.0689947427672268,2.637563174278788,2.3580012403583765
PO210_HUMAN,0.018941620012624227,0.9716799275808989,0.9895248192582636,Not Significant,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,1.5779634071840138,1.7734324583264067,1.9707136321787988,0.13750352374993502,2.8710103299049563,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,2.036816009867024,2.119687366753685,1.7697811399017338,2.11530235097074
POF1B_HUMAN,0.2558607842313523,0.6868265079968898,0.974154695565236,Not Significant,1.7540575167698984,0.13750352374993502,2.3980969216465344,0.13750352374993502,2.38713674309102,0.13750352374993502,2.9051677013263055,2.122115900292301,2.9893856288423226,3.0146971144865855,1.3636778487047865,1.8626546658185055,0.13750352374993502,2.39374034412601,0.13750352374993502,0.13750352374993502,3.0573015140990667,2.6671244810958568,2.616970134003129
POP1_HUMAN,0.6237814244706656,0.36178533355201914,0.8366687465092876,Not Significant,0.13750352374993502,2.4420317767937076,0.13750352374993502,3.4839767686228766,0.13750352374993502,2.6835634422215437,3.18625171217716,2.8728549951655027,0.13750352374993502,2.3030871231667986,2.314076435575008,0.13750352374993502,1.337724703048207,1.6455366506410825,2.223409702699643,0.13750352374993502,0.13750352374993502,3.7059562892194453,2.803428211805252
POTEJ_HUMAN,-1.2969974751669324,0.07980952789981727,0.5882612708548357,Not Significant,3.303158983430268,0.13750352374993502,2.462442925132331,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,1.8156716500236776,0.13750352374993502,0.13750352374993502,2.828373440506428,0.13750352374993502,2.3802644284359054,2.546674815134206,0.13750352374993502,3.743900856611482,2.9538352716597203,0.13750352374993502,3.807860091274055
PP1B_HUMAN,0.2023700361463341,0.23412759374835523,0.7856549666504086,Not Significant,3.9416546037897082,3.2191477712523024,3.0114174526764717,3.2369618663265043,3.3145026738483208,3.053346872429199,4.0671609574074745,2.9227656658331154,3.4408977485096828,3.3293723044287784,3.3432328239398763,3.290976023239004,2.467404556321514,2.8716143776245038,3.2013584575377094,3.2808830007994274,3.3338937698603632,3.3486551344122253,3.2944953037575324
PP1G_HUMAN,-0.36215950248906825,0.014645253173068888,0.32714370009466937,Tier 3: Statistical Trend (Raw P),3.2292260425806334,3.6132272941195143,3.8960080321451,3.223808955527624,3.589764344835118,3.4382738252601945,3.7303589426449113,3.569846483414867,3.60416446819861,3.8174068525734524,4.083277682745536,3.74611417354076,3.856059331456566,4.001021592339537,3.601015327931702,4.091852404111245,4.208388391857945,4.010068009828793,4.439658344046307
PP2AA_HUMAN,0.5293845421512535,0.29204728724199897,0.8110876011904427,Not Significant,0.13750352374993502,2.7476314232803483,3.064247041624623,2.8335508107479948,3.0222720261792224,3.667334315134861,3.7952894242458424,3.7055828521007674,4.531485060323729,3.7559359397925327,2.9579172013458583,3.1773644834803374,3.6155855888425052,3.6767262830136924,2.572526764943389,0.13750352374993502,3.484465507888206,3.6287049850085236,3.7414141557341902
PPBT_HUMAN,-0.7731505462136941,0.02378536791498903,0.37311504849777977,Tier 3: Statistical Trend (Raw P),4.437818535785783,4.909475838390165,4.8323517435169405,3.8415654287941896,4.0987353111910725,3.7382254684802203,3.9660652478499103,4.202170433725944,4.8577403309505955,4.028318754203119,5.631805026843776,4.56484085359206,4.554738056181939,4.494617078941446,4.9933443739803876,5.109501120167139,5.424974694446636,5.173897820588094,6.233916373850688
PPIA_HUMAN,0.28809501788695524,0.19891866554782822,0.7424887376259357,Not Significant,6.715568770451063,7.764352599405411,7.644907009481888,8.647755339946919,7.507700826548027,7.135615069539593,8.141022421841122,8.091105904356974,7.752830721711883,7.329191542883962,7.568652330833724,7.042002642661602,7.14970821862123,7.927485350641659,7.105948050516393,7.683047684373355,7.659433066853069,7.522845198768941,7.778643802130309
PPIB_HUMAN,-0.16423661583033677,0.7452710893802889,0.977007225795428,Not Significant,4.292408249387593,4.580732449913339,4.98780700987216,4.778629653462302,3.8396631925621323,3.6974888752561634,4.935644379008604,4.806880039814434,3.905633246807869,5.569585162029842,4.33563209543446,4.469930792891238,3.9689385914718143,7.1072310415713655,3.3533463518967173,4.154412598466767,5.905772455939173,4.076106775163707,4.1473109636177234
PPIG_HUMAN,0.13856739890068648,0.7521667127789802,0.9783427173209113,Not Significant,0.13750352374993502,0.13750352374993502,2.4797103419309567,2.0025795143841942,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,1.3134683302883081,1.7641700041966104,1.925758322475676,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,1.346342726432552,0.9782834894870873,2.4337942881499077,1.1390164760697494
PR40A_HUMAN,0.16234398165341268,0.44721046250703367,0.8939493210530289,Not Significant,2.0787238306154614,3.274142765749155,3.0508228870698257,3.3227267542548615,2.7758593412074517,3.2084527795550404,3.2402594473361876,2.8961063935233824,2.6250369694767475,3.1595049712980496,3.5710565655134534,2.3640608952701716,3.0362293592291016,3.463141460008453,3.752238792085987,2.7429578183975973,2.3149562113015087,2.9546923294604834,2.8719745031845707
PRC1_HUMAN,-0.26475543391782397,0.6623679217602105,0.9670583591688167,Not Significant,0.13750352374993502,2.1121850146455117,1.9120195576925405,2.647453225460594,1.454613937350572,0.13750352374993502,0.13750352374993502,1.9625307386515816,0.13750352374993502,3.2369809275346477,2.7690224109774744,0.13750352374993502,2.602276848563541,2.104555518570921,0.13750352374993502,2.3344142054975667,2.020723857790722,2.730198178321411,2.5339796263232333
PRC2A_HUMAN,0.1195909918803455,0.3247646276715649,0.8221583135427932,Not Significant,3.2199322366631917,3.9230196800720663,4.463016807799296,4.103679659119695,4.040982249949335,4.115021451481035,4.032156405302559,4.552731287620079,4.383909074265146,4.330196867475336,4.028701864278738,4.238585503406338,3.6844161120101813,4.364868543959685,3.677731708344145,4.065656901623166,4.136020935097075,4.321299640413689,4.142071579594875
PRC2B_HUMAN,-0.14498277439126817,0.31219379032225575,0.8221583135427932,Not Significant,4.515200906292358,5.231021289553158,5.41208114055906,5.082890621548724,4.875537122373281,4.962891891511229,4.842441864402002,5.553378097614853,5.119847171726973,5.293710146727519,5.136886749715758,5.2362733690049525,4.992275357057291,5.863396064525407,5.304342832394503,5.485762574190234,4.859666663369439,5.08115921060801,5.204569789600658
PRDX1_HUMAN,0.08110303589207479,0.6992337624538572,0.977007225795428,Not Significant,5.418504918910089,5.925925245871672,6.018763403690862,5.992916972895967,5.577369109349209,5.710367264895065,6.895017224862968,5.688540889599685,5.578011430272299,5.797569899419891,5.57665264392006,5.415346304072375,5.407772538144524,6.059956717580443,5.273549833752431,5.861857054119105,6.361338239919098,5.843061660979795,5.944738799510775
PRDX2_HUMAN,-0.05214252769298078,0.8110746297178553,0.9887017680373194,Not Significant,4.252953273692309,4.835121463284576,4.834233769656524,5.731105097189114,4.953313907022035,4.502529510698437,5.844886756154311,4.821982215217237,4.695314536208087,4.47424830620794,4.959446334114669,5.023991938753924,5.1108777227149185,5.368651761624273,4.804875916198253,4.82186244654001,5.612720216918131,4.894572577358424,4.762414304247743
PRDX3_HUMAN,0.25476213643331924,0.25682169565943136,0.798164259448954,Not Significant,3.39633955479651,2.4956191960021696,3.3693865210746474,4.244488778724408,3.3935445009187446,3.122393937112251,4.094657492715158,3.365170280636576,3.557795480140491,3.4184137911576524,3.9797039986607055,3.253673383530207,3.1574923286848335,3.7214116290473194,2.604853123292156,3.445038740966703,4.070780706695598,3.142739585740213,3.742081670642402
PRDX5_HUMAN,-0.903124937201401,0.16443013069865028,0.6950910070442944,Not Significant,3.3727950408669507,2.8255981202859135,5.315035857872443,3.60429418716406,3.201447092126303,0.13750352374993502,2.587172972098271,2.7008754688951266,4.448107619592297,0.13750352374993502,3.39137018911962,4.138257736287249,2.720270906103873,3.4629429139085786,4.42534022220071,3.2494786376292595,2.985403365827871,3.4102587787245913,3.0413215134246236
PRDX6_HUMAN,0.20359566181415278,0.2967045610418181,0.8115742404967377,Not Significant,3.841240972196769,4.187135210098525,4.155646416660751,4.9900507289189235,3.804441096711058,4.001790833067554,4.8504759455765845,4.07441073676403,4.4145112639234645,4.1686570329605095,3.8938255149982903,3.512439923072852,4.142635169984033,4.232442362294524,3.7588816872762116,4.339784681501262,4.0712862989592065,4.164725925573961,4.34720180974514
PRKDC_HUMAN,0.14750722187058596,0.11541644736036966,0.639043931924815,Not Significant,2.63352114041127,2.315130291367485,2.682518906861559,2.9715243030556495,2.6886667361646257,2.6492110165343927,2.9080920291635306,2.7321869650763846,2.3763621491999323,2.926646935876443,2.7999737074013775,2.7928046888087326,2.3537614458370957,2.64803579887638,2.5712633201361816,2.609385888455112,2.5165073434694696,2.540657124336737,2.840190457587935
PRKRA_HUMAN,0.09081488015474015,0.6025930743840904,0.9613368910423953,Not Significant,2.765561448728305,3.3269213108022333,3.3119252734967946,3.6032208458648998,3.736300285591649,2.996843115376755,2.875427364657554,3.566701738880521,3.508177870865358,3.5493260231373305,3.8968847337983097,3.186761545063098,3.085510323130962,3.913581527250815,2.8864770514236398,3.458554162440818,3.503475494730497,3.304537566436283,3.6674652664583465
PROF1_HUMAN,0.6494602922995267,0.09796445614555935,0.6190876349466183,Not Significant,3.834636751739541,3.4237633526715405,3.5768096877268283,4.883208938373173,3.2723118831329407,2.771332130052232,3.7807754318642015,3.8019985326849315,3.093689332422531,2.708562714785733,3.583599559897576,1.5326409911729417,2.7821867988773894,3.961096277173433,2.125390212534528,2.9938185988183164,3.516478664240371,2.698189220769106,3.0899954212310177
PRP19_HUMAN,-0.0582537892614976,0.5887941685395863,0.9547832961454829,Not Significant,4.527691549872292,4.574674258636707,4.720047787111344,4.915775877280297,4.9131201884306,4.555277006132518,4.51496724494048,4.86113001233732,4.9434737922687795,4.927737740226637,5.118746196491557,4.901920965683603,4.748517707630674,5.387257399720138,4.996382981663189,4.778853923713744,4.722637308671204,4.882663157850709,4.7980249272669155
PRP31_HUMAN,-0.05289657221037869,0.7222523094690837,0.977007225795428,Not Significant,2.446735435818128,3.4403811405750324,2.7658965848635093,3.445160943758085,3.6295678009790238,3.1418686834759666,2.705468936007219,3.380456776507907,3.2361402797794794,3.9516062842431783,3.6535756033487212,3.630537987138837,3.487441520111354,3.524218895403989,3.427587520499283,3.1079903350936524,3.3853810387556202,3.475510033416209,3.5283505553636636
PRP4_HUMAN,0.06409983118618268,0.5728046065288586,0.9473972667472937,Not Significant,2.9794570450979134,2.6386891595508506,3.0351273985970066,3.46259547395696,2.8415357409215254,2.874436091209776,3.2601670976616184,3.2012495371593683,3.1464164967432615,3.4546559294786086,3.3895964167349355,3.105579343048267,3.067175935527739,3.452239655133877,3.251273262686784,3.2790569543194543,2.7719802612634643,3.1344055395476134,3.0561431828493935
PRP8_HUMAN,0.23268696637125785,0.5548604812813983,0.9452072811842778,Not Significant,0.13750352374993502,1.840491965993029,2.2468218279458263,2.633994691659607,1.9761394892650537,0.13750352374993502,2.248492646300529,1.909328221638819,2.3365263887049434,1.8642224447117048,2.6801755028111787,0.13750352374993502,2.401741045693786,2.069257007029513,1.3921870570668833,1.875768620535896,1.7054392524432351,2.4193053853262967,1.9236852860261624
PRPF3_HUMAN,-0.18840338736894102,0.41882222480960585,0.8881801089583937,Not Significant,2.863623418090973,3.3821981535250734,2.8644050431684427,1.9842974995355704,3.0611436532977767,3.073311676467129,3.1213170061752638,3.017326413400591,2.398741227676349,3.2073947902648055,3.1346641906919332,2.096501233047676,2.828671488616669,3.1527293708334168,3.340495808982765,3.080732590160311,3.039255632911527,3.280501710594264,3.6865357213143226
PRPS2_HUMAN;PRPS3_HUMAN;PRPS1_HUMAN,0.5090775207399068,0.34389211466872105,0.8221583135427932,Not Significant,2.6988670406424227,3.7490600756944175,4.143965131979373,4.175905244223365,3.724205560182172,3.1844143144964385,4.473489875784044,4.124714388977698,3.938525758646846,4.277914827476122,4.1575108645354435,3.906389511671642,0.13750352374993502,3.8783719778885617,3.600722550524932,4.240000724015096,3.91454114990516,3.9740846954548563,4.332446535192693
PRR3_HUMAN,-0.3065298868578097,0.6500300256215421,0.9670583591688167,Not Significant,2.8975727751380935,1.7387340071535116,2.669680069756752,2.9545000084217716,1.4833251376128453,0.13750352374993502,0.13750352374993502,3.1716553191677592,3.2533752089828942,3.79311624028224,3.039872055522961,3.1421465646770352,2.037284956913516,3.2031253973218408,3.4798236805923857,3.0531736373299525,1.8068834812985477,3.563148870469606,0.13750352374993502
PRS10_HUMAN,0.477069633839158,0.34838925852775177,0.8221583135427932,Not Significant,1.921275251733744,0.13750352374993502,1.4724952418561656,0.13750352374993502,2.4771126780686368,1.3486079451092876,2.476265980252735,2.025322860779879,0.13750352374993502,2.418860215946562,2.415051256395662,1.5887630079071489,0.13750352374993502,2.3216719452892036,0.13750352374993502,2.216942413515227,1.7926562014305778,1.2871267739474057,0.13750352374993502
PRS23_HUMAN,0.429222646681505,0.49112484230882403,0.9170005292369987,Not Significant,0.13750352374993502,3.39448443152711,2.776268925983726,0.13750352374993502,1.696706721088732,2.2021108863870853,2.946641568115357,3.310346935400052,2.715565148533158,3.4891247539758616,3.4266671770174653,2.2736221813800945,0.13750352374993502,2.886913034659775,0.13750352374993502,1.7437525644080254,2.947072601165465,3.044372539061663,3.320145572640714
PRS6A_HUMAN,-0.12333665787262649,0.5291443465209289,0.9377155111441351,Not Significant,0.13750352374993502,1.8996697178403121,2.3731675813120043,1.8793561172034192,2.212457878316117,1.4951568515469755,2.003101674482123,1.6743716535367628,1.6942104828455606,2.196956957344335,2.015362364501618,1.9292639177158388,1.1597142119427968,2.011440977416232,2.770373687197311,2.2196548210177736,2.293713193389359,2.095135242735998,1.678371191342615
PRVA_HUMAN,-0.4507769830261358,0.3506166628202074,0.8221583135427932,Not Significant,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,3.7437193879590214,0.13750352374993502
PSA1_HUMAN,0.053034692841484876,0.9350246730826627,0.9895248192582636,Not Significant,0.13750352374993502,2.962499938364252,4.005256383194757,3.7198222488999946,0.13750352374993502,2.8487816478465886,4.269240495669751,2.5971211086420696,3.7501813304197182,3.8849806899154227,2.8495024940300304,2.984875351649582,3.3907844130104428,3.7645583175106356,0.13750352374993502,2.5456419247356243,3.48406050308027,4.275627608671506,3.049804354033635
